FoodID,FoodDescription,FoodDescriptionF,ConversionFactorValue
501693,"Peas and carrots, frozen, boiled, drained, with salt","Pois et carottes, congelés, bouillis, égouttés, sel ajouté",0.85
501694,"Peas and onions, frozen, boiled, drained, with salt","Pois et oignons, congelés, bouillis, égouttés, sel ajouté",0.85
501695,"Peas, edible-podded (snow peas), boiled, drained, with salt","Pois mange-tout, bouillis, égouttés, sel ajouté",0.85
501696,"Peas, edible-podded (snow peas), frozen, boiled, drained, with salt","Pois mange-tout, congelés, bouillis, égouttés, sel ajouté",0.85
501697,"Peas, green, canned, drained solids, no salt added","Pois, petits (verts), conserve, solides égouttés, sans sel ajouté",1.79628
501698,"Peas, green, canned, solids and liquid, no salt added","Pois, petits (verts), conserve, solides et liquide, sans sel ajouté",2.6205
501699,"Peas, green, boiled, drained, with salt","Pois, petits (verts), bouillis, égouttés, sel ajouté",0.85
501700,"Peas, green, frozen, boiled, drained, with salt","Pois, petits (verts), congelés, bouillis, égouttés, sel ajouté",0.85
501701,"Pepper, sweet, green, frozen, chopped, boiled, drained, with salt","Poivron vert, congelé, haché, bouilli, égoutté, sel ajouté",0.85
501702,"Pepper, sweet, red, canned, solids and liquid","Poivron rouge, conserve, solides et liquide",1.4793
501703,"Pepper, sweet, red, freeze-dried","Poivron rouge, lyophilisé",0.01622
501704,"Pepper, sweet, red, frozen, chopped, boiled, drained, with salt","Poivron rouge, congelé, haché, bouilli, égoutté, sel ajouté",0.85
501705,"Pepper, sweet, red, frozen, chopped, boiled, drained","Poivron rouge, congelé, haché, bouilli, égoutté",0.85
501706,"Pepper, sweet, red, frozen, chopped, unprepared","Poivron rouge, congelé, haché, non préparé",0.85
501707,"Pie crust, standard-type, dry mix, prepared, baked","Croûte de tarte, type ordinaire, mélange sec, préparé, cuit",0.2
501708,"Peas, pigeon, boiled, drained, with salt","Pois, cajan, bouillis, égouttés, sel ajouté",0.85
501709,"Pokeberry shoots, boiled, drained, with salt","Phytolaque d'Amérique, pousses, bouillies, égouttées, sel ajouté",0.85
501730,"Potato, au gratin, homemade, with margarine","Pomme de terre, au gratin, faite maison, avec margarine",1.4
501731,"Potato, flesh and skin, baked, with salt","Pomme de terre, chair et pelure, cuite au four, sel ajouté",0.64658
501732,"Potato, flesh, baked, with salt","Pomme de terre, chair, cuite au four, avec sel",0.78
501733,"Potato, skin, baked, with salt","Pomme de terre, pelure, cuite au four, sel ajouté",1.16
501734,"Potato, boiled with skin, flesh, with salt","Pomme de terre, bouillie avec la pelure, chair, sel ajouté",0.68
501735,"Potato, boiled with skin, skin only, with salt","Pomme de terre, bouillie avec la pelure, pelure seulement, sel ajouté",1.02
501736,"Potato, boiled without skin, flesh, with salt","Pomme de terre, bouillie sans la pelure, chair, sel ajouté",1.1
501737,"Potato, french-fried, frozen, shoestring, unprepared","Pomme de terre, frite, congelée, allumette, non préparée",0.85
501738,"Potato, french-fried, frozen, shoestring, heated in oven","Pomme de terre, frite, congelée, allumette, réchauffée au four",0.85
501739,"Potato, french-fried, frozen, partially fried, cottage cut, heated in oven, with salt","Pomme de terre, frite, congelée, partiellement frite, coupe cottage, réchauffée au four, sel ajouté",0.85
501740,"Potato, whole, frozen, boiled, drained, with salt","Pomme de terre, entière, congelée, bouillie, égouttée, sel ajouté",1.1
501741,"Potato, mashed, prepared from flakes without milk, whole milk and margarine added","Pomme de terre, purée, préparée à partir de flocons sans lait, lait entier et margarine ajoutés",1.4
501742,"Potato, flesh, cooked in skin, microwaved, with salt","Pomme de terre, chair, cuite au four à micro-ondes avec la pelure, sel ajouté",1.1
501743,"Potato, flesh and skin, cooked in skin, microwaved,  with salt","Pomme de terre, chair et pelure, cuite au four à micro-ondes avec la pelure, sel ajouté",1.1
501744,"Potato, skin, cooked in skin, microwaved, with salt","Pomme de terre, pelure, cuite au four à micro-ondes avec la pelure, sel ajouté",1.16
501745,"Potato, scalloped, homemade, with margarine","Pomme de terre, escaloppe (dauphinoise), faite maison, avec margarine",1.4
501746,"Pumpkin leaves, boiled, drained, with salt","Citrouille, feuilles, bouillies, égouttées, sel ajouté",0.85
501747,"Pumpkin, boiled, drained, with salt","Citrouille, bouillie, égouttée, sel ajouté",0.85
501748,"Pumpkin flowers, boiled, drained, with salt","Citrouille, fleurs, bouillies, égouttées, sel ajouté",0.85
501749,"Purslane, boiled, drained, with salt","Pourpier, bouilli, égoutté, sel ajouté",0.85
501750,"Radish, oriental (daikon), boiled, drained, with salt","Radis, oriental (daikon), bouilli, égoutté, sel ajouté",0.85
501751,"Raspberry, wild, raw","Framboise sauvage, crue",0.64983
501752,"Rutabaga (swede), boiled, drained, with salt","Rutabaga (chou-navet), bouilli, égoutté, sel ajouté",0.85
501754,"Salad dressing, mayonnaise, imitation, soybean","Vinaigrette, mayonnaise, imitation, soya",0.1522
501755,"Salad dressing, sesame seed, regular","Vinaigrette, graines de sésame, régulière",0.1553
501756,"Salad dressing, sweet and sour","Vinaigrette, aigre-douce",0.1585
501758,"Salsify (oysterplant, vegetable oyster), boiled, drained, with salt","Salsifis, bouilli, égoutté, sel ajouté",0.85
501759,"Fast foods, egg and sausage griddlecake sandwich","Aliments prêts à manger, sandwich de crêpes avec oeuf et saucisse",1.4
501760,"Seeds, sesame seed kernels, toasted, shelled, with salt","Graines, sésame, graines, grillées, décortiquées, sel ajouté",0.3
501761,"Sesbania flowers, steamed, with salt","Fagotier, fleurs, cuites à la vapeur, sel ajouté",0.85
501763,"Soup, broth, chicken, ready-to-serve","Soupe, bouillon, poulet, prête-à-servir",2.77658
501764,"Soybeans, green (edamame), boiled, drained, with salt","Fèves, soya frais (edamame), bouillies, égouttées, sel ajouté",0.85
501765,"Soybeans, mature seeds, sprouted, bean sprouts, stir-fried, with salt, no fat added","Fèves, soya, sèches, germées, germes de haricot, sautées, sel ajouté, sans gras ajouté",0.65
501766,"Spinach, boiled, drained, with salt","Épinard, bouillis, égoutté, sel ajouté",0.85
501767,"Spinach, frozen, boiled, drained, with salt","Épinard, congelé, bouilli, égoutté, sel ajouté",0.85
501768,"Squash, summer, all varieties, boiled, drained, with salt","Courge d'été, toutes variétés, bouillies, égouttées, sel ajouté",0.85
501771,"Squash, summer, scallop, boiled, drained, with salt","Courge d'été, pâtisson, bouilli, égoutté, sel ajouté",0.85
501772,"Squash, summer, zucchini, boiled, drained, with salt","Courge d'été, courgette (zucchini), bouillie, égouttée, sel ajouté",0.85
501773,Zwieback,Zwieback,0.3
501774,"Squash, summer, zucchini, frozen, boiled, drained, with salt","Courge d'été, courgette (zucchini), congelée, bouillie, égouttée, sel ajouté",0.85
501775,"Squash, winter, acorn, boiled, mashed, with salt","Courge d'hiver, courge poivrée (courgeon), bouillie, en purée, sel ajouté",0.85
501776,"Squash, winter, all varieties, baked, with salt","Courge d'hiver, toutes variétés, cuites au four, sel ajouté",0.85
501777,"Squash, winter, butternut, baked, with salt","Courge d'hiver, courge musquée, cuite au four, sel ajouté",0.85
501778,"Squash, winter, butternut, frozen, boiled, with salt","Courge d'hiver, courge musquée, congelée, bouillie, sel ajouté",0.85
501779,"Squash, winter, hubbard, baked, with salt","Courge d'hiver, hubbard, cuite au four, sel ajouté",0.85
501780,"Squash, winter, hubbard, boiled, mashed, with salt","Courge d'hiver, hubbard, bouillie, en purée, sel ajouté",0.85
501781,"Yardlong beans (asparagus bean or cowpea), boiled, drained, with salt","Doliques asperge, bouillis, égouttés, sel ajouté",0.85
501782,"Squash, winter, spaghetti, baked or boiled, drained, with salt","Courge d'hiver, spaghetti, au four ou bouillie, égouttée, sel ajouté",0.85
501783,"Stew, moose","Ragoût, orignal",
501784,"Stew or soup, caribou","Ragoût ou soupe, caribou",
501785,"Succotash, boiled, drained, with salt","Succotash, bouilli, égoutté, sel ajouté",0.85
501786,"Succotash, frozen, boiled, drained, with salt","Succotash, congelé, bouilli, égoutté, sel ajouté",0.85
501787,"Swamp cabbage (skunk cabbage, water convulvolus), boiled, drained, with salt","Patate aquatique, bouillie, égouttée, sel ajouté",0.85
501788,"Sweet potato leaves, steamed, with salt","Patate douce, feuilles, cuites à la vapeur, sel ajouté",0.85
501789,"Sweet potato, baked, skin removed after baking, with salt","Patate douce, cuite au four, pelée après la cuisson, sel ajouté",1.1
501790,"Sweet potato, boiled without skin, with salt","Patate douce, bouillie sans la pelure, sel ajouté",1.1
501791,"Sweet potato, frozen, baked, with salt","Patate douce, congelée, cuite au four, sel ajouté",1.1
501792,"Sweet roll, cinnamon, refrigerated dough, with icing (frosting), baked","Brioche, cannelle, pâte réfrigérée, avec glaçage, cuite",0.55
501793,"Chocolate syrup, thin type, Calorie-reduced","Chocolat, sirop, consistance claire, réduit en Calories",0.35473
501794,"Taro, cooked, with salt","Taro, cuit, sel ajouté",0.85
501795,"Taro leaves, steamed, with salt","Taro, feuilles, cuites à la vapeur, sel ajouté",0.85
501796,"Taro shoots, cooked, with salt","Taro, pousses, cuites, sel ajouté",0.85
501797,"Taro, tahitian, cooked, with salt","Taro, Tahiti, cuit, sel ajouté",0.85
501798,"Tea, tundra, herb and labrador","Thé, toundra, herbes et labrador",2.50423
501799,"Tofu, fried","Tofu, frit",1.5
501800,"Tofu, fried (prepared with calcium sulphate)","Tofu, frit (préparé avec calcium sulfate)",1.5
501801,"Tomato products, canned paste, with salt","Produits à base de tomates, conserve, pâte, sel ajouté",0.69743
501802,"Tomato products, canned, puree, with salt","Produits à base de tomates, conserve, purée, sel ajouté",0.63398
501803,"Turkey pot pie, frozen","Pâté à la dinde, congelé",1.95
501805,"Turnip greens, boiled, drained, with salt","Navet, feuilles, bouillies, égouttées, sel ajouté",0.85
501806,"Turnip greens, frozen, boiled, drained, with salt","Navet, feuilles, congelées, bouillies, égouttées, sel ajouté",0.85
501807,"Turnip, boiled, drained, with salt","Navet, bouilli, égoutté, sel ajouté",0.85
501808,"Turnip, frozen, boiled, drained, with salt","Navet, congelé, bouilli, égoutté, sel ajouté",0.85
501809,"Veal, leg (round), lean, pan-fried, not breaded","Veau, cuisse (ronde), maigre, sauté, non pané",1.0
501810,"Yambean (jimaca), tuber, boiled, drained, with salt","Doliques bulbeux, bouillis, égouttés, sel ajouté",0.85
501811,"Yam, boiled, drained or baked, salt added","Igname, bouillie, égouttée ou au four, sel ajouté",0.85
501812,"Winged beans (goa bean), green, boiled, drained, with salt","Pois carrés, verts, bouillis, égouttés, sel ajouté",0.85
501813,"Waxgourd (Chinese perserving melon), boiled, drained, with salt","Waxgourd (melon d'eau chinois), bouilli, égoutté, sel ajouté",0.85
501814,"Wheat, vital wheat gluten","Blé, gluten de blé vital",0.2
501815,"Vegetables, mixed, frozen, boiled, drained, with salt","Légumes, macédoine, congelée, bouillie, égouttée, sel ajouté",0.85
501816,"Granola bar, All Bran, bars and snack bites, all flavours, Kellogg's","Barre granola, All Bran, barres et bouchées collation, toutes saveurs, Kellogg's",0.28
501817,"Muffin bar, all flavours","Barres muffin, toutes saveurs",0.38
501818,"Granola bar, cereal bar, fruit-filled, all flavours","Barre granola/céréales, farcie aux fruits, toutes saveurs",0.4
501819,"Granola bar, crunchy, plain","Barre granola, croquante, nature",0.23
501820,"Granola bar, crunchy, fruit and/or nut","Barre granola, croquante, fruits et/ou noix",0.23
501821,"Granola bar, cereal bar, Oatmeal to go, all flavours, Quaker","Barre granola/céréales, Gruau sur le pouce, toutes saveurs, Quaker",0.3
501822,"Granola bar, chewy, fruit flavour, yogourt coated","Barre granola, tendre, saveurs de fruits, enrobée de yogourt",0.34
501823,"Granola bar, chewy, chocolate coated, all flavours","Barre granola, tendre, enrobée de chocolat, toutes saveurs",0.4
501824,"Granola bar, chewy, chocolate chip","Barre granola, tendre, grains de chocolat",0.3
501825,"Granola bar, chewy, fruit and/or nut","Barre granola, tendre, fruits et/ou noix",0.35
501826,"Granola bar, chewy, low fat","Barre granola, tendre, faible en gras",0.3
501827,"Granola bar, chewy, sweet and salty","Barre granola, tendre, salée et sucrée",0.32
501828,"Egg, chicken, white, fresh or frozen, cooked","Oeuf, poule, blanc, frais ou congelé, cuit",0.99
501829,"Indian, bread, naan","Indien, pain naan",0.9
501830,"Dumpling, plain","Dumpling, nature",1.4
501831,"Pancake, buckwheat, dry mix, incomplete, prepared (with egg, oil, milk)","Crêpe, sarrazin, mélange sec imcomplet, préparé (avec oeuf, huile et lait)",0.8
501832,"Muffin, blueberry, dry mix, prepared","Muffin, bleuets, mélange sec, préparé",0.285
501833,"Muffin, wheat bran, dry mix, prepared","Muffin, son de blé, mélange sec, préparé",0.33
501834,"Muffin, wheat bran, with raisins, homemade","Muffin, son de blé, avec raisins secs, fait maison",0.285
501835,"Vegetables, asian mix, frozen, boiled, drained (broccoli, green beans, mini corn, snow peas, red pepper)","Légumes, mélange asiatique, congelés, bouillis, drainés (brocoli, haricots verts, maïs miniature, pois mange-tout, poivron rouge)",0.85
501836,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","Légumes, brocoli et chou-fleur, congelé, bouilli, drainé",0.85
501837,"Potato, scalloped, dry mix, prepared with water, 2% milk and margarine","Pomme de terre, en escalopes, mélange sec, préparé avec eau, lait 2% et margarine",1.4
501838,"Potato, mashed, prepared from flakes without milk, 2% milk and margarine added","Pomme de terre, purée, préparée à partir de flocons sans lait, lait 2% et margarine ajoutés",1.4
501839,"Lettuce, spring mix (mesclun)","Laitue, mélange mesclun",0.65
501840,"Fiddlehead greens (ferns), frozen, boiled, drained","Crosses de fougères (têtes de violon), congelées, bouillies, drainées",0.85
501841,"Artichoke, canned","Artichaut, conserve",1.8755
501842,"Bread pudding, with raisins, homemade","Pouding au pain, avec raisins secs, fait maison",2.233
501843,"Sugar pie, 1 crust, homemade","Tarte au sucre, 1 croûte, faite maison",1.1
501844,"Butter tart, with raisins, homemade","Tartelette au beurre, avec raisins secs, faite maison",0.85
501845,"Cake, yellow (plus streusel), pudding-type, dry mix, prepared, with icing","Gâteau, jaune (avec streusel), type pouding, mélange sec préparé, avec glaçage",1.09
501846,"Cake, white, pudding-type, dry mix, prepared, with chocolate icing","Gâteau, blanc, type pouding, mélange sec, préparé, avec glaçage au chocolat",0.66
501847,"Cake, pound, homemade","Gâteau quatre-quarts, fait maison",0.91
501848,"Cake, gingerbread, dry mix, prepared, without icing","Gâteau, pain d'épices, mélange sec, préparé, sans glaçage",0.69
501849,"Cake, chocolate, homemade, with chocolate icing (frosting)","Gâteau, chocolat, fait maison, avec glaçage au chocolat",0.66
501850,"Cake, chocolate, pudding-type, dry mix, prepared, with chocolate icing (frosting)","Gâteau, chocolat, type pouding, mélange sec, préparé, avec glaçage au chocolat",0.66
